Col	Title	Desc	Link
Doc-AudioVideo	Audio Video - Cameras - Microphones etc...	Directory	/Doc/AudioVideo
Doc-AudioVideo	Cameras - CCTV	Directory	/Doc/AudioVideo/Cameras
AudioVideo-Cameras-Cameras	Hamrol Camera for home	Camera Hamrol model C-P05-17 instruction sheet: Product details of Hamrol 1080P 17 LEDs PTZ Wifi Camera 4X Digital Zoom CCTV Security Camera Siren Light 2MP Auto Tracking	/Doc/AudioVideo/Cameras/HamrolCamInstructions.pdf
Doc-Engineering	Engineering	Directory	/Doc/Engineering/
Doc-Engineering-Access-Control	" Note : See the directory for PowerPoint/Visio Presentation source files, business case, Simplex Grinnell Presentation, etc..."	Directory	/Doc/Engineering/Access-Control
Doc-Engineering-Access-Control	Access Control System	Directory	/Doc/Engineering/Access-Control
Doc-Engineering-Access-Control	Bechtel - Typical Sketches	Bechtel - Typical Sketches for Access Control system and Fire Alarm System	/Doc/Engineering/Access-Control/25363-00KT-J1K-0000-0002.pdf
Doc-Engineering-Access-Control	Camera Media Converter	Typical drawing for a camera media converter panel ( Project RTA kitimat )	/Doc/Engineering/Access-Control/25363-22KT-JC-2256-0001-001.pdf
Doc-Engineering-Access-Control	Bechtel - Standard Drawings	Bechtel - Standard Drawings for Access Control for the Pre-Fabricated Electrical Rooms wiring and interconnection diagrams	/Doc/Engineering/Access-Control/25363-22KT-JC-2256-0003.pdf
Doc-Engineering-Access-Control	Bechtel - General Guide Specification	Bechtel - General Guide Specification for Closed Circuit Television (CCTV) System	/Doc/Engineering/Access-Control/3GS_EEC0_A0001.pdf
Doc-Engineering-Access-Control	SNC Lavalin - Qatalum Project	Bid Analysis and Recommandation Overall Plant Site Access Control System	/Doc/Engineering/Access-Control/5332165-T035-0001-0001.pdf
Doc-Engineering-Access-Control	Access Control typical installation	Access Control typical installation details	/Doc/Engineering/Access-Control/ACCESS%20CONTROL%20DETAIL%20DWGS.pdf
Doc-Engineering-Access-Control	Access Control Philosophy	Access Control Philosophy	/Doc/Engineering/Access-Control/AccessControlDoorInOutPhilosophy.pdf
Doc-Engineering-Access-Control	Access control Overview block diagram	Qatalum access control system overview block diagram	/Doc/Engineering/Access-Control/ACS.pdf
Doc-Engineering-Access-Control	Typical access control panel room installation	Typical installation drawing (isometric view) for a access control panel	/Doc/Engineering/Access-Control/ACS_ISO.pdf
Doc-Engineering-Access-Control	Access control - Security Levels	Typical layout of security levels vs the rooms type	/Doc/Engineering/Access-Control/ACS_SecurityLevels.pdf
Doc-Engineering-Access-Control	Access control typical installation layout drawings	CHUM Project - Hospital ACS typical installation layouts	/Doc/Engineering/Access-Control/ACSChum.pdf
Doc-Engineering-Access-Control	Access control typical installation drawings	Kitimat Project Bechtel -  Access control system typical installation drawings	/Doc/Engineering/Access-Control/BechtelTypicals.pdf
Doc-Engineering-Access-Control	CCure-9000 Presentation	Simplex Grinnell presentation of CCure-9000 an access control system software	/Doc/Engineering/Access-Control/CC9000%20v2.0%20Enterprise%20End%20User%20Presentation.pdf
Doc-Engineering-Access-Control	Access Control - Power Budget Calculator	Access Control - Power Budget Calculator	/Doc/Engineering/Access-Control/iSTAR%20Edge%20Power%20Budget%20Calculator%20ERoom.pdf
Doc-Engineering-Access-Control	iSTAR Edge	iSTAR Edge Installation and Configuration Document	/Doc/Engineering/Access-Control/iSTAR_Edge_InstallationConfiguration_UM236_E0.pdf
Doc-Engineering-Access-Control	iSTAR Pro	iSTAR Pro Installation and Configuration Document	/Doc/Engineering/Access-Control/istar_pro_Install_Guide.pdf
Doc-Engineering-Access-Control	CCTV fiber optic block diagram	Kitimat Project Bechtel - Fiber optic connections block diagram	/Doc/Engineering/Access-Control/Overall%20Block%20Diagram%20of%20CCTV%20-Fiber%20Connections.pdf
Doc-Engineering-Access-Control	SNC Lavalin - Qatalum Project	Temporary Construction Site Access Control System - Scope of Work	/Doc/Engineering/Access-Control/QA-00-SNL-I10-00001_03H.pdf
Doc-Engineering-Access-Control	SNC Lavalin - Qatalum Project	Overall Site Access Control System - Scope of Work	/Doc/Engineering/Access-Control/QA-00-SNL-I10-00002-07G_Overall%20%20plant%20sites%20access%20control.pdf
Doc-Engineering-Access-Control	Access control system Presentation	Simplex Grinnell presentation of the RTA Kitimat access control system upgrade	/Doc/Engineering/Access-Control/Rio%20Tinto%20Alcan%20Bechtel%20Presentation%20(Nov%202011).pdf
Doc-Engineering-Access-Control	Typical access control panel electrical room installation	Typical access control panel room installation from Sonic contractor (well done! ) for the control and electrical rooms.	/Doc/Engineering/Access-Control/SonicTypicals.pdf
Doc-Engineering-Access-Control	SNC Lavalin - Qatalum Project	Access Control System - Technical Bid Evaluation and Recommendation	/Doc/Engineering/Access-Control/Technical%20Bid%20Analysis%20and%20Recommendation%20T-035final.pdf
Doc-Engineering-Access-Control	HID - ThinLine II Card reader	HID - ThinLine II Card reader technical note	/Doc/Engineering/Access-Control/thinline2_ins.pdf
Doc-Engineering-Access-Control	iSTAR eX	iSTAR eX Installation and Configuration Document	/Doc/Engineering/Access-Control/UM_iSTAR_ex8_F0_0808_EN_LT.pdf
Doc-Engineering-Access-Control	Software House - RM-4 Installation guide	Software House - RM-4 Installation guide top interface card reader	/Doc/Engineering/Access-Control/UM_rm4_standalone_quick_start_D0_0808_EN_LT.pdf
Doc-Engineering-Access-Control	Video Surveillance Business Case	Kitimat Project Bechtel - Analysis of the existing CCTV system at RTA Kitimat	/Doc/Engineering/Access-Control/Video%20Surveillance%20Business%20Case.pdf
Doc-Engineering-Admin	Administration - Contracts - Rates - Etc	Directory	/Doc/Engineering/Admin
Doc-Engineering-Admin	Service Offer - BBA	Typical cost and engineering rates from BBA for the Tata Steel project.	/Doc/Engineering/Admin/BBAFees.pdf
Doc-Engineering-Admin	Offre de service - ISAC	Offre de service typique d'un system integrateur en 2001	/Doc/Engineering/Admin/IsaacProjectscopeBlending.pdf
Doc-Engineering-Automation	Automation - IC: Instrumentation and Control - IOT: Internet of Things	Directory	/Doc/Engineering/Automation
Engineering-Automation-Block-Diagram	 Note : See in the directory for some source files in Visio regarding the IT building relocation with Bechtel	Directory	/Doc/Engineering/Automation/Block-Diagram
Engineering-Automation-Block%20Diagrams	 Block Diagrams	Directory	/Doc/Engineering/Automation/Block-Diagram
Engineering-Automation-Block-Diagram	IT Building relocation	"RTA Kitimat Project - IT Building relocation for the network, phone and access control systems"	/Doc/Engineering/Automation/Block-Diagram/B295ServicesRelocationBlockDiagramExisting.pdf
Engineering-Automation-Block-Diagram	RTA Kitimat Projet	"Block diagrams for automation and fiber optic network including IT building, fire-alarm detection and automation network topology for the IT building"	/Doc/Engineering/Automation/Block-Diagram/Bechtel-J1.pdf
Doc-Engineering-Automation	Block-Diagrams drawings	Directory	/Doc/Engineering/Automation/Block-Diagrams
Engineering-Automation-Block-Diagrams	Bechtel J1 Drawings	All I&C Bechtel block diagrams drawings	/Doc/Engineering/Automation/Block-Diagrams/Bechtel-J1.pdf
Engineering-Automation-Block-Diagrams	TATA - Project DSO	EDIO - ERIO block diagrams for the Tata Steel DSO Project	/Doc/Engineering/Automation/Block-Diagrams/EDIO-ERIO-Tata.pdf
Engineering-Automation-Block-Diagrams	SNC-Lavalin - Qatalum Project	Control-Room and Server Room KVM block diagrams	/Doc/Engineering/Automation/Block-Diagrams/KVMBlockDiagrams.pdf
Engineering-Automation-Block-Diagrams	Vale Mineral Malaysia Overview	Overview drawings for the Vale Mineral Malaysia	/Doc/Engineering/Automation/Block-Diagrams/OverviewValeMineralMalaysia.pdf
Doc-Engineering-Automation	"CAD automation source files for Merck-SNC-Tafisa-Tata-Vale. Drawings are loop diagrams, basic frames, connection diagrams"	Directory	/Doc/Engineering/Automation/CAD
Doc-Engineering-Automation	"Calculations for power supplies, heat dissipation, etc..."	Directory	/Doc/Engineering/Automation/Calculations
Engineering-Automation-Calculations	ADImmune Project Taiwan	"Dickinson calculations for power supplies, heat dissipation, etc.."	/Doc/Engineering/Automation/Calculations/ADimuneDickinsonTaiwanCalculations.pdf
Doc-Engineering-Automation	Calibration 	Directory	/Doc/Engineering/Automation/Calibration
Engineering-Automation-Calibration	Calibration Sheet Example	Typical Calibration Sheet Example	/Doc/Engineering/Automation/Calibration/Example_ClaudeTherrien_3300001-cj0006-test2A.pdf
Engineering-Automation-Calibration	ICS Calibration Specifications	ICS Specification User Instruction Manual for the Instrument Calibration Sheets	/Doc/Engineering/Automation/Calibration/ICS.pdf
Engineering-Automation-Calibration	 Calibration source files in Excel for the TATA project	Directory	/Doc/Engineering/Automation/Calibration/Source
Doc-Engineering-Automation	Codification and Tagging Convention	Directory	/Doc/Engineering/Automation/Codification-Tagging
Engineering-Automation-Codification-Tagging	 Note : See the directory for some information about PLC network naming convention on Visio for the Bechtel Kitimat Project	Directory	/Doc/Engineering/Automation/Codification-Tagging
Engineering-Automation-Codification-Tagging	Ville de Montreal - Tagging	Structure de Codification des Equipements	/Doc/Engineering/Automation/Codification-Tagging/[000]%20Structure%20de%20codifications%20des%20%C3%A9quipements%20-%201000-40EL-0001%20r%C3%A9v.01.pdf
Engineering-Automation-Codification-Tagging	SNC Lavalin Pharma 	Project Documentation Naming & Numbering Procedure	/Doc/Engineering/Automation/Codification-Tagging/552648-SD-CXG-00002_Rev.0(Signed).pdf
Engineering-Automation-Codification-Tagging	SNC Project - Naming Convention	Pharma - Equipment Tagging Convention	/Doc/Engineering/Automation/Codification-Tagging/552648-SD-CXG-00012_Rev.0.pdf
Engineering-Automation-Codification-Tagging	SNC Lavalin Pharma	Equipment Tagging Convention	/Doc/Engineering/Automation/Codification-Tagging/552648-SD-CXG-00012_Rev.0.pdf
Engineering-Automation-Codification-Tagging	TATA Project - Naming Convention	Iron Ore Project - Equipment & Motors Numbering Procedure	/Doc/Engineering/Automation/Codification-Tagging/DSOT-WP-9500-QA-0003_2.pdf
Engineering-Automation-Codification-Tagging	TATA Steel Project	Aecom Equipment & Motors Numbering Precedure	/Doc/Engineering/Automation/Codification-Tagging/DSOT-WP-9500-QA-0003_2.pdf
Engineering-Automation-Codification-Tagging	RTA Kitimat Project - Naming Convention	Naming convention diagram for an automation system with PLC-HMI	/Doc/Engineering/Automation/Codification-Tagging/KMP%20typical%20automation%20coding%20(v001).pdf
Engineering-Automation-Codification-Tagging	RTA Kitimat	Typical automation coding for cables and systems	/Doc/Engineering/Automation/Codification-Tagging/KMP%20typical%20automation%20coding%20(v001).pdf
Engineering-Automation-Codification-Tagging	SNC International Qatalum Project	Hydro Project Coding Manual	/Doc/Engineering/Automation/Codification-Tagging/QA-00-NHT-X02-00005-05M%20Project%20Coding%20Manual.pdf
Engineering-Automation-Codification-Tagging	Cima Terminal Project Sept Iles	Equipment Numbering	/Doc/Engineering/Automation/Codification-Tagging/S100-10_26p10040708480.pdf
Engineering-Automation-Codification-Tagging	 Sources Files for codification like Mcinnis (Polysius) Christian Kloblaush (Qatalum)	Directory	/Doc/Engineering/Automation/Codification-Tagging/Source
Doc-Engineering-Automation	Connection Diagrams and Loop Diagrams	Directory	/Doc/Engineering/Automation/Connection-Diagrams
Engineering-Automation-Connection-Diagrams	Axium - IB1 Line	Axium IB1 conveyor line connection drawings for Coke plant San Diago California	/Doc/Engineering/Automation/Connection-Diagrams/Axium1.pdf
Engineering-Automation-Connection-Diagrams	Axor - Metso 	Metso connection drawings for the truck dumper for the Sept Iles terminal project	/Doc/Engineering/Automation/Connection-Diagrams/Axor.pdf
Engineering-Automation-Connection-Diagrams	Progesys - Mcinnis Project	"Connection drawings for equipment 5F1, 5K1 for the McInnins Cement Project"	/Doc/Engineering/Automation/Connection-Diagrams/ConnectionDiagramsMcinnis.pdf
Engineering-Automation-Connection-Diagrams	Bechtel - RTA Kitimat	"Connection drawings for the PLC racks, cabinets and panels"	/Doc/Engineering/Automation/Connection-Diagrams/ConnectionDiagramsRTAKitimat.pdf
Engineering-Automation-Connection-Diagrams	SNC Lavalin - ADImmune Project	Dickinson connection drawings for the ADImmune Project	/Doc/Engineering/Automation/Connection-Diagrams/Drawings%20V0.03.pdf
Engineering-Automation-Connection-Diagrams	TATA Steel - DSO Project	AECOM connection drawings for the DSO Project Tata Steel (this file has 1Gig! be patient on the loading)	/Doc/Engineering/Automation/Connection-Diagrams/DrawingsICTata.pdf
Engineering-Automation-Connection-Diagrams	Vale Mineral - Vale Malaysia Manufacturing Project	Essar Engineering connection drawings for VMMP	/Doc/Engineering/Automation/Connection-Diagrams/Essar-J1.pdf
Engineering-Automation-Connection-Diagrams	SNC Lavalin - ADImmune Project	Dickinson loop diagrams for the ADImmune Project	/Doc/Engineering/Automation/Connection-Diagrams/LoopDiagramsABMTaiwan.pdf
Engineering-Automation-Connection-Diagrams	SNC Lavalin - Qatalum Project	SNC loop diagrams for Qatalum Project	/Doc/Engineering/Automation/Connection-Diagrams/LoopDiagramsQatalum.pdf
Engineering-Automation-Connection-Diagrams	Bechtel - RTA Kitimat Project	Bechtel loop diagrams for RTA Kitimat Project	/Doc/Engineering/Automation/Connection-Diagrams/LoopDiagramsRTAKitimat.pdf
Engineering-Automation-Connection-Diagrams	SNC Lavalin - Qatalum Project	SNC connection diagrams for Qatalum Project	/Doc/Engineering/Automation/Connection-Diagrams/PLCDrawingsQatalum.pdf
Doc-Engineering-Automation	Data sheets for instruments and other automation devices	Directory	/Doc/Engineering/Automation/Data-Sheets
Engineering-Automation-Data-Sheets	Bechtel - Data Sheets	Bechtel  Typical Data Sheets for instruments and other automation devices for general mine and metals Projects	/Doc/Engineering/Automation/Data-Sheets/DataSheetsBechtel.pdf
Engineering-Automation-Data-Sheets	CIMA - Sept Iles Terminal Project	CIMA Data Sheets for the automation devices	/Doc/Engineering/Automation/Data-Sheets/DataSheetsCima.pdf
Engineering-Automation-Data-Sheets	TATA STeel - DSO Project	Aecom Typical Data Sheets for instruments and other automation devices for the TATA STeel - DSO Project	/Doc/Engineering/Automation/Data-Sheets/DataSheetsICTata.pdf
Engineering-Automation-Data-Sheets	Bechtel - RTA Kitimat Project	Bechtel  Typical Data Sheets for instruments and other automation devices for the RTA Kitimat Project	/Doc/Engineering/Automation/Data-Sheets/DataSheetsKitimat.pdf
Engineering-Automation-Data-Sheets	Progesys - Mazzaza Project	Progesys Typical Data Sheets for instruments and other automation devices for the Mazzaza Project	/Doc/Engineering/Automation/Data-Sheets/DataSheetsMazzaza.pdf
Engineering-Automation-Data-Sheets	SNC Lavalin - Qatalum Project	SNC Lavalin Typical Data Sheets for instruments and other automation devices for the Mazzaza Project	/Doc/Engineering/Automation/Data-Sheets/DataSheetsQatalum.pdf
Engineering-Automation-Data-Sheets	Bechtel - RTA Kitimat Project	Bechtel  Typical Data Sheets for the Utility PLC for the RTA Kitimat Project	/Doc/Engineering/Automation/Data-Sheets/DataSheetsUtilityPLCKitimat.pdf
Engineering-Automation-Data-Sheets	 Source files in Excel for typical Bechtel datasheets for general mine and metals Projects	Directory	/Doc/Engineering/Automation/Data-Sheets/Source
Doc-Engineering-Automation	Design Guides Criteria	Directory	/Doc/Engineering/Automation/Design-Guides-Criteria
Engineering-Automation-Design-Guides-Criteria	Bechtel - Project RTA Kitimat	Bechtel Design Criteria for Instrumentation and Control Systems	/Doc/Engineering/Automation/Design-Guides-Criteria/25363-0000-3DR-J04-0001.pdf
Engineering-Automation-Design-Guides-Criteria	Progesys - Vale Malaysia Manufacturing Project	Essar Engineering Design Criteria for Instrumentation and Control Systems	/Doc/Engineering/Automation/Design-Guides-Criteria/DesignCriteriaVale.pdf
Engineering-Automation-Design-Guides-Criteria	Bechtel - Project RTA Kitimat	Bechtel Design Guide for Instrumentation and Cabling Diagrams and/or Tables	/Doc/Engineering/Automation/Design-Guides-Criteria/DesignGuidesBechtel.pdf
Engineering-Automation-Design-Guides-Criteria	Tata Steel - DSO Project	AECOM Automation Design Criteria	/Doc/Engineering/Automation/Design-Guides-Criteria/DSOT-DC-0000-IC-0001_1.pdf
Engineering-Automation-Design-Guides-Criteria	Tata Steel - DSO Project	AECOM Design Criteria for Instrumentation and Control Systems	/Doc/Engineering/Automation/Design-Guides-Criteria/DSOT-DC-2000-IC-8003_0.pdf
Engineering-Automation-Design-Guides-Criteria	General - SCADA	Guide to Supervisory Control and Data Acquisition (SCADA) and Industrial Control Systems Security 	/Doc/Engineering/Automation/Design-Guides-Criteria/Guide_SCADA_and_Industrial_Control_Systems_Security.pdf
Engineering-Automation-Design-Guides-Criteria	 Bechtel source files in World Documents	Directory	/Doc/Engineering/Automation/Design-Guides-Criteria/Source
Doc-Engineering-Automation	FAT - Factory Acceptance Test	Directory	/Doc/Engineering/Automation/FAT
Engineering-Automation-FAT	Bechtel - RTA Kitimat Project	Cathode Sealing Equipment - MCS FAT Procedure	/Doc/Engineering/Automation/FAT/25363-4480-3PQ-MXA0-0001.pdf
Engineering-Automation-FAT	SNC Lavalin - Qatalum Project	FAT Compressed Air Distribution System	/Doc/Engineering/Automation/FAT/FAT.pdf
Engineering-Automation-FAT	ADImmune Project	Dickinson - Factory Acceptance Test for MCC Panel Hardware	/Doc/Engineering/Automation/FAT/P1293-HFAT-MCC.pdf
Engineering-Automation-FAT	ADImmune Project	Dickinson - Factory Acceptance Test for PLC	/Doc/Engineering/Automation/FAT/P1293-HFAT-PLC.pdf
Engineering-Automation-FAT	SNC Lavalin - ADImmune Project	Dickinson - Test Procedure for the automation equipment	/Doc/Engineering/Automation/FAT/P1293-ITP00.pdf
Doc-Engineering-Automation	Functional & Process Description	Directory	/Doc/Engineering/Automation/Functional-Process-Description
Engineering-Automation-Functional-Process-Description	SNC Lavalin - Berna Korea Project	Formulation CIP System - Process Description	/Doc/Engineering/Automation/Functional-Process-Description/552648-ES-PQD-B3503_Process%20Description%20Rev%200.pdf
Engineering-Automation-Functional-Process-Description	AIA - TATA Steel DSO Project	AIA Control Philosophy for the TATA Steel DSO Project	/Doc/Engineering/Automation/Functional-Process-Description/AIA%20-%20TSMC%20CONTROL%20rev0p1.pdf
Engineering-Automation-Functional-Process-Description	SNC Lavalin - Qatalum Project	Functional description for the compressed air distribution system	/Doc/Engineering/Automation/Functional-Process-Description/FunctionalDescriptionQatalum.pdf
Engineering-Automation-Functional-Process-Description	Symbotic - Coke Project	Functional Analysis for the Coke project	/Doc/Engineering/Automation/Functional-Process-Description/FunctionalDescriptionSymbotic.pdf
Engineering-Automation-Functional-Process-Description	TATA Steel DSO Project	Process description for the TATA Steel DSO Project	/Doc/Engineering/Automation/Functional-Process-Description/FunctionalDescriptionTata.pdf
Engineering-Automation-Functional-Process-Description	Vale Malaysia Mineral Project 	Functional description for the Vale Malaysia Mineral Project 	/Doc/Engineering/Automation/Functional-Process-Description/FunctionalDescriptionVale.pdf
Engineering-Automation-Functional-Process-Description	TATA Steel DSO Project	Plant Operation for the TATA Steel DSO Project	/Doc/Engineering/Automation/Functional-Process-Description/PlantOperationTata.pdf
Engineering-Automation-Functional-Process-Description	ADImmune Project Taiwan	Dickinson : Process description for the ADImmune Project Taiwan	/Doc/Engineering/Automation/Functional-Process-Description/ProcessDescriptionADImmune.pdf
Engineering-Automation-Functional-Process-Description	SNC Lavalin - Berna Korea Project	SNC Lavalin : Process description for the Berna Korea Project	/Doc/Engineering/Automation/Functional-Process-Description/ProcessDescriptionBernaKorea.pdf
Engineering-Automation-Functional-Process-Description	TATA Steel DSO Project	Process Description for the TATA Steel DSO Project	/Doc/Engineering/Automation/Functional-Process-Description/ProcessDescriptionBernaKorea.pdf
Engineering-Automation-Functional-Process-Description	 Source files in World format and Power Point format	Directory	/Doc/Engineering/Automation/Functional-Process-Description/Source
Doc-Engineering-Automation	HMI - Human Machine Interface	Directory	/Doc/Engineering/Automation/HMI
Engineering-Automation-HMI	AIA - TATA Steel DSO Project	AIA HMI Standards and Specifications (source file available in the directory)	/Doc/Engineering/Automation/HMI/50640%20-%20Tata%20Steel%20DSOT%20-%20HMI%20Standards%20and%20Specifications%20revGp1.pdf
Engineering-Automation-HMI	AIA - TATA Steel DSO Project	AIA HMI System Philosophy (Power Point also available in the directory)	/Doc/Engineering/Automation/HMI/AIA%20-%20TSMC%20HMI%20rev0p1.pdf
Doc-Engineering-Automation	Installation Details	Directory	/Doc/Engineering/Automation/Installation-Details
Engineering-Automation-Installation-Details	Mazzaza - Installation Details	Mazzaza - Installation Details with PRoy Comments	/Doc/Engineering/Automation/Installation-Details/1-M041-DS00-4-0002-SHT-9%20(PROYComments).pdf
Engineering-Automation-Installation-Details	Voith Hydro - Churchills Falls Project	Control System Upgrade Installation Procedure	/Doc/Engineering/Automation/Installation-Details/Churchill%20Falls%20Control%20Panel%20Installation%20Work%20procedure.pdf
Engineering-Automation-Installation-Details	SNC Lavalin - Berna Korea - Installation Details	SNC Lavalin - Berna Korea - Installation Details	/Doc/Engineering/Automation/Installation-Details/InstallationDetailsBernaKorea.pdf
Engineering-Automation-Installation-Details	Bechtel - Instruments Installation Details	Bechtel - Instruments Installation Details	/Doc/Engineering/Automation/Installation-Details/InstallDetailsBechtel.pdf
Engineering-Automation-Installation-Details	MURR I/O Connectors	MURR I/O Connectors installation details	/Doc/Engineering/Automation/Installation-Details/IOMURRConnectors.pdf
Doc-Engineering-Automation	Installation Qualification (IQ)	Directory	/Doc/Engineering/Automation/IQ
Engineering-Automation-IQ	ADImmune Taiwan IQ	Honeywell ADImmune Taiwan Installation Qualification for the BAS GMP System	/Doc/Engineering/Automation/IQ/P3%20LAB%20IQ%20Rev%20B.pdf
Doc-Engineering-Automation	"Lists - Panels , Motors, Cables, etc.."	Directory	/Doc/Engineering/Automation/Lists
Engineering-Automation-Lists	McInnis Cement Project	"Thyssenkrupp lists for the motors, panels, switches, instruments and consumer"	/Doc/Engineering/Automation/Lists/ListThyssenkrupp.pdf
Engineering-Automation-Lists	 Source files in Excel format	Directory	/Doc/Engineering/Automation/Lists/Source
Doc-Engineering-Automation	Location Drawings	Directory	/Doc/Engineering/Automation/Location-Drawings
Engineering-Automation-Location-Drawings	MCInnis Cement Project - Location Drawing	Location drawing are 5F1 for the MCInnis Cement Project	/Doc/Engineering/Automation/Location-Drawings/5F1Location.pdf
Doc-Engineering-Automation	Motor Control Center (MCC)	Directory	/Doc/Engineering/Automation/MCC
Engineering-Automation-MCC	Bechtel - RTA Kitimat Project	MCC schematic and connections diagrams	/Doc/Engineering/Automation/MCC/25363-00KT-E6-0000-0001.pdf
Engineering-Automation-MCC	MCInnis Cement Project	MCC Config list with DNET E3 starter. (Excel file available in the directory)	/Doc/Engineering/Automation/MCC/MCC_Config%20Rev%201.17.pdf
Engineering-Automation-MCC	MCInnis Cement Project	Rockwell Automation Centerline 2100 MCC drawings for the MCInnis Cement Project	/Doc/Engineering/Automation/MCC/MCC51A.pdf
Engineering-Automation-MCC	MCInnis Cement Project	BBA MCC drawings for the MCInnis Cement Project	/Doc/Engineering/Automation/MCC/MCC61A.pdf
Doc-Engineering-Automation	Process Flow Diagrams (PFD)	Directory	/Doc/Engineering/Automation/PFD
Engineering-Automation-PFD	MCInnis Project	Process Flow Diagram (PFD) (artistic way)	/Doc/Engineering/Automation/PFD/ISOP&ID.pdf
Engineering-Automation-PFD	MCInnis Project	Overview Diagram	/Doc/Engineering/Automation/PFD/Overview.pdf
Engineering-Automation-PFD	SNC Lavalin - Project ADImmune	Process Flow Diagram (PFD)	/Doc/Engineering/Automation/PFD/PFDADImmune.pdf
Engineering-Automation-PFD	SNC Lavalin - Project Berna Korea	Process Flow Diagram (PFD)	/Doc/Engineering/Automation/PFD/PFDBernaKorea.pdf
Engineering-Automation-PFD	TATA Steel - DSO Project	Process Flow Diagram (PFD)	/Doc/Engineering/Automation/PFD/PO-100%20Plant%20Flow%20Overview.pdf
Doc-Engineering-Automation	Process Instrumentation Diagrams (PID)	Directory	/Doc/Engineering/Automation/PID
Engineering-Automation-PID	MCInnis Project	Section 5F1 PID 	/Doc/Engineering/Automation/PID/5F1P&ID.pdf
Engineering-Automation-PID	Merck Frosst	PID Coating Area	/Doc/Engineering/Automation/PID/P&IDMerck.pdf
Engineering-Automation-PID	ADImmune Project	ADImmune Vaccine Project PID	/Doc/Engineering/Automation/PID/P&IDTaiwan.pdf
Engineering-Automation-PID	Berna Korea Project	Berna Korea flue vaccine project PID	/Doc/Engineering/Automation/PID/PIDBernaKorea.pdf
Engineering-Automation-PID	Mazzaza Project	Copper Mine Project PID	/Doc/Engineering/Automation/PID/PIDMazzaza.pdf
Doc-Engineering-Automation	Planning - Strategy	Directory	/Doc/Engineering/Automation/Planning-Strategy
Engineering-Automation-Planning-Strategy	Christian Albert - Automation Procurement Strategy	Automation & LV Power Procurement Strategy for the RTA Kitimat Project (source file available)	/Doc/Engineering/Automation/Planning-Strategy/Automation%20&%20LV%20Procurement%20Strategy%20r1.pdf
Engineering-Automation-Planning-Strategy	Christian Albert - Manufacturing Control Systems (MCS)	Manufacturing Control Systems (MCS) - Building Automation Systems - Project Execution Strategy for the RTA Kitimat Project (source file available)	/Doc/Engineering/Automation/Planning-Strategy/Automation%20Strategy%202011_C.Albert%20[Compatibility%20Mode].pdf
Engineering-Automation-Planning-Strategy	RTA Kitimat Project - PLC & HMI Programming Strategy	PLC & HMI Programming Strategy for the RTA Kitimat Project (source file available)	/Doc/Engineering/Automation/Planning-Strategy/KMP_ProgrammingStrategy_20080925%20[Compatibility%20Mode].pdf
Engineering-Automation-Planning-Strategy	Christian Albert - PLC/HMI Programming Execution Strategy	PLC/HMI Programming Execution Strategy for the RTA Kitimat Project	/Doc/Engineering/Automation/Planning-Strategy/PLC_HMI%20Programming%20Execution%20Strategy%208%20Nov%202011_C.Albert%20[Compatibility%20Mode].pdf
Engineering-Automation-Planning-Strategy	Control System Integrators Association	Guide for Selecting & Working with a Control Systems Integrator	/Doc/Engineering/Automation/Planning-Strategy/Select%20an%20Integrator%20Guide.pdf
Engineering-Automation-Planning-Strategy	PLC/HMI Programming Execution Strategy - RTA Kitimat Project	PLC/HMI Programming Execution Strategy flow chart (source file available)	/Doc/Engineering/Automation/Planning-Strategy/Visio-Programming%20execution%20strategy-%20Attachment%204%20rev%20g.vsd.pdf
Doc-Engineering-Automation	Programmable Logic Controller (PLC)	Directory	/Doc/Engineering/Automation/PLC
Engineering-Automation-PLC	Voith PLC Training	Voith PLC Training Document (source file available)	/Doc/Engineering/Automation/PLC/CFGC-ACS01-0000-01716091-OMI_Training_Document_PLC.pdf
Engineering-Automation-PLC	MURR Blocks	MURR Blocks module configuration (source file available)	/Doc/Engineering/Automation/PLC/Murr%60s%20blocks%20configuration.pdf
Engineering-Automation-PLC	Studio 5000 PLC 	Studio 5000 PLC Devices Configuration (source file available)	/Doc/Engineering/Automation/PLC/PLC%20program%20%20setup.pdf
Engineering-Automation-PLC	Voith PLC Training	Voith PLC Components Training Document	/Doc/Engineering/Automation/PLC/PLCInfoScan.pdf
Engineering-Automation-PLC	Point I/O Configuration	Point I/O Configuration SOP (source file available)	/Doc/Engineering/Automation/PLC/Point%20I_O%20Configuration.pdf
Engineering-Automation-PLC	Voith Sequential Function Chart	Voith Sequential Function Chart (SFC) Definitions (source file available)	/Doc/Engineering/Automation/PLC/Sequential%20Function%20Chart%20Definitions%20[Compatibility%20Mode].pdf
Engineering-Automation-PLC	AIA PLC Programming	AIA PLC Programming and Troubleshooting (source file available)	/Doc/Engineering/Automation/PLC/Training%20automation%202015%2005%2017.pdf
Doc-Engineering-Automation	Procedures by Voith and Axium	Directory	/Doc/Engineering/Automation/Procedures
Engineering-Automation-Procedures	Voith - Governor	Governor Control	/Doc/Engineering/Automation/Procedures/GovernorControlScan.pdf
Engineering-Automation-Procedures	Axium - Light Curtain Sick	Axium - Light Curtain Sick calibration and configuration (source files available)	/Doc/Engineering/Automation/Procedures/LightCurtainSick.pdf
